make,aspiration,num-of-doors,body-style,drive-wheels,engine-location,engine-type,num-of-cylinders,fuel-system,aspiration_cat,num-of-doors_cat,body-style_cat,drive-wheels_cat,engine-location_cat,num-of-cylinders_cat,wheel-base,length,width,height,curb-weight,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,highway-mpg,price
peugot,std,four,sedan,rwd,front,l,four,mpfi,0,0,3,2,0,2,107.9,0.897164825,0.95,56.7,3020.0,120.0,3.46,3.19,8.4,97.0,5000.0,24.0,11900.0
peugot,turbo,four,sedan,rwd,front,l,four,idi,1,0,3,2,0,2,107.9,0.897164825,0.95,56.7,3197.0,152.0,3.7,3.52,21.0,95.0,4150.0,33.0,13200.0
peugot,std,four,wagon,rwd,front,l,four,mpfi,0,0,4,2,0,2,114.2,0.955790485,0.95,58.7,3230.0,120.0,3.46,3.19,8.4,97.0,5000.0,24.0,12440.0
peugot,turbo,four,wagon,rwd,front,l,four,idi,1,0,4,2,0,2,114.2,0.955790485,0.95,58.7,3430.0,152.0,3.7,3.52,21.0,95.0,4150.0,25.0,13860.0
peugot,std,four,sedan,rwd,front,l,four,mpfi,0,0,3,2,0,2,107.9,0.897164825,0.95,56.7,3075.0,120.0,3.46,2.19,8.4,95.0,5000.0,24.0,15580.0
peugot,turbo,four,sedan,rwd,front,l,four,idi,1,0,3,2,0,2,107.9,0.897164825,0.95,56.7,3252.0,152.0,3.7,3.52,21.0,95.0,4150.0,33.0,16900.0
peugot,std,four,wagon,rwd,front,l,four,mpfi,0,0,4,2,0,2,114.2,0.955790485,0.95,56.7,3285.0,120.0,3.46,2.19,8.4,95.0,5000.0,24.0,16695.0
peugot,turbo,four,wagon,rwd,front,l,four,idi,1,0,4,2,0,2,114.2,0.955790485,0.95,58.7,3485.0,152.0,3.7,3.52,21.0,95.0,4150.0,25.0,17075.0
peugot,std,four,sedan,rwd,front,l,four,mpfi,0,0,3,2,0,2,107.9,0.897164825,0.95,56.7,3075.0,120.0,3.46,3.19,8.4,97.0,5000.0,24.0,16630.0
peugot,turbo,four,sedan,rwd,front,l,four,idi,1,0,3,2,0,2,107.9,0.897164825,0.95,56.7,3252.0,152.0,3.7,3.52,21.0,95.0,4150.0,33.0,17950.0
peugot,turbo,four,sedan,rwd,front,l,four,mpfi,1,0,3,2,0,2,108.0,0.897164825,0.948611111,56.0,3130.0,134.0,3.61,3.21,7.0,142.0,5600.0,24.0,18150.0
plymouth,std,two,hatchback,fwd,front,ohc,four,2bbl,0,1,2,1,0,2,93.7,0.755886593,0.886111111,50.8,1918.0,90.0,2.97,3.23,9.4,68.0,5500.0,41.0,5572.0
plymouth,turbo,two,hatchback,fwd,front,ohc,four,spdi,1,1,2,1,0,2,93.7,0.755886593,0.886111111,50.8,2128.0,98.0,3.03,3.39,7.6,102.0,5500.0,30.0,7957.0
plymouth,std,four,hatchback,fwd,front,ohc,four,2bbl,0,0,2,1,0,2,93.7,0.755886593,0.886111111,50.6,1967.0,90.0,2.97,3.23,9.4,68.0,5500.0,38.0,6229.0
plymouth,std,four,sedan,fwd,front,ohc,four,2bbl,0,0,3,1,0,2,93.7,0.803940413,0.886111111,50.8,1989.0,90.0,2.97,3.23,9.4,68.0,5500.0,38.0,6692.0
plymouth,std,four,sedan,fwd,front,ohc,four,2bbl,0,0,3,1,0,2,93.7,0.803940413,0.886111111,50.8,2191.0,98.0,2.97,3.23,9.4,68.0,5500.0,38.0,7609.0
plymouth,std,four,wagon,fwd,front,ohc,four,2bbl,0,0,4,1,0,2,103.3,0.839019702,0.897222222,59.8,2535.0,122.0,3.35,3.46,8.5,88.0,5000.0,30.0,8921.0
plymouth,turbo,two,hatchback,rwd,front,ohc,four,spdi,1,1,2,2,0,2,95.9,0.832292167,0.920833333,50.2,2818.0,156.0,3.59,3.86,7.0,145.0,5000.0,24.0,12764.0
porsche,std,two,hatchback,rwd,front,ohc,four,mpfi,0,1,2,2,0,2,94.5,0.811629025,0.948611111,50.2,2778.0,151.0,3.94,3.11,9.5,143.0,5500.0,27.0,22018.0
renault,std,four,wagon,fwd,front,ohc,four,mpfi,0,0,4,1,0,2,96.1,0.872176838,0.923611111,55.2,2579.0,132.0,3.46,3.9,8.7,103.39698492462311,5117.587939698493,31.0,9295.0
renault,std,two,hatchback,fwd,front,ohc,four,mpfi,0,1,2,1,0,2,96.1,0.849591543,0.925,50.5,2460.0,132.0,3.46,3.9,8.7,103.39698492462311,5117.587939698493,31.0,9895.0
saab,std,two,hatchback,fwd,front,ohc,four,mpfi,0,1,2,1,0,2,99.1,0.896684286,0.923611111,56.1,2658.0,121.0,3.54,3.07,9.31,110.0,5250.0,28.0,11850.0
saab,std,four,sedan,fwd,front,ohc,four,mpfi,0,0,3,1,0,2,99.1,0.896684286,0.923611111,56.1,2695.0,121.0,3.54,3.07,9.3,110.0,5250.0,28.0,12170.0
saab,std,two,hatchback,fwd,front,ohc,four,mpfi,0,1,2,1,0,2,99.1,0.896684286,0.923611111,56.1,2707.0,121.0,2.54,2.07,9.3,110.0,5250.0,28.0,15040.0
saab,std,four,sedan,fwd,front,ohc,four,mpfi,0,0,3,1,0,2,99.1,0.896684286,0.923611111,56.1,2758.0,121.0,3.54,3.07,9.3,110.0,5250.0,28.0,15510.0
saab,turbo,two,hatchback,fwd,front,dohc,four,mpfi,1,1,2,1,0,2,99.1,0.896684286,0.923611111,56.1,2808.0,121.0,3.54,3.07,9.0,160.0,5500.0,26.0,18150.0
saab,turbo,four,sedan,fwd,front,dohc,four,mpfi,1,0,3,1,0,2,99.1,0.896684286,0.923611111,56.1,2847.0,121.0,3.54,3.07,9.0,160.0,5500.0,26.0,18620.0
subaru,std,two,hatchback,fwd,front,ohcf,four,2bbl,0,1,2,1,0,2,93.7,0.75396444,0.880555556,53.7,2050.0,97.0,3.62,2.36,9.0,69.0,4900.0,36.0,5118.0
subaru,std,two,hatchback,fwd,front,ohcf,four,2bbl,0,1,2,1,0,2,93.7,0.758769822,0.883333333,53.7,2120.0,108.0,3.62,2.64,8.7,73.0,4400.0,31.0,7053.0
subaru,std,two,hatchback,4wd,front,ohcf,four,2bbl,0,1,2,0,0,2,93.3,0.755886593,0.886111111,55.7,2240.0,108.0,3.62,2.64,8.7,73.0,4400.0,31.0,7603.0
subaru,std,four,sedan,fwd,front,ohcf,four,2bbl,0,0,3,1,0,2,97.2,0.826525709,0.908333333,52.5,2145.0,108.0,3.62,2.64,9.5,82.0,4800.0,37.0,7126.0
subaru,std,four,sedan,fwd,front,ohcf,four,2bbl,0,0,3,1,0,2,97.2,0.826525709,0.908333333,52.5,2190.0,108.0,3.62,2.64,9.5,82.0,4400.0,33.0,7775.0
subaru,std,four,sedan,fwd,front,ohcf,four,mpfi,0,0,3,1,0,2,97.2,0.826525709,0.908333333,52.5,2340.0,108.0,3.62,2.64,9.0,94.0,5200.0,32.0,9960.0
subaru,std,four,sedan,4wd,front,ohcf,four,2bbl,0,0,3,0,0,2,97.0,0.826525709,0.908333333,54.3,2385.0,108.0,3.62,2.64,9.0,82.0,4800.0,25.0,9233.0
subaru,turbo,four,sedan,4wd,front,ohcf,four,mpfi,1,0,3,0,0,2,97.0,0.826525709,0.908333333,54.3,2510.0,108.0,3.62,2.64,7.7,111.0,4800.0,29.0,11259.0
subaru,std,four,wagon,fwd,front,ohcf,four,2bbl,0,0,4,1,0,2,97.0,0.833733782,0.908333333,53.0,2290.0,108.0,3.62,2.64,9.0,82.0,4800.0,32.0,7463.0
subaru,std,four,wagon,fwd,front,ohcf,four,mpfi,0,0,4,1,0,2,97.0,0.833733782,0.908333333,53.0,2455.0,108.0,3.62,2.64,9.0,94.0,5200.0,31.0,10198.0
subaru,std,four,wagon,4wd,front,ohcf,four,2bbl,0,0,4,0,0,2,96.9,0.83421432,0.908333333,54.9,2420.0,108.0,3.62,2.64,9.0,82.0,4800.0,29.0,8013.0
subaru,turbo,four,wagon,4wd,front,ohcf,four,mpfi,1,0,4,0,0,2,96.9,0.83421432,0.908333333,54.9,2650.0,108.0,3.62,2.64,7.7,111.0,4800.0,23.0,11694.0
toyota,std,two,hatchback,fwd,front,ohc,four,2bbl,0,1,2,1,0,2,95.7,0.762614128,0.883333333,54.5,1985.0,92.0,3.05,3.03,9.0,62.0,4800.0,39.0,5348.0
toyota,std,two,hatchback,fwd,front,ohc,four,2bbl,0,1,2,1,0,2,95.7,0.762614128,0.883333333,54.5,2040.0,92.0,3.05,3.03,9.0,62.0,4800.0,38.0,6338.0
toyota,std,four,hatchback,fwd,front,ohc,four,2bbl,0,0,2,1,0,2,95.7,0.762614128,0.883333333,54.5,2015.0,92.0,3.05,3.03,9.0,62.0,4800.0,38.0,6488.0
toyota,std,four,wagon,fwd,front,ohc,four,2bbl,0,0,4,1,0,2,95.7,0.81547333,0.883333333,59.1,2280.0,92.0,3.05,3.03,9.0,62.0,4800.0,37.0,6918.0
toyota,std,four,wagon,4wd,front,ohc,four,2bbl,0,0,4,0,0,2,95.7,0.81547333,0.883333333,59.1,2290.0,92.0,3.05,3.03,9.0,62.0,4800.0,32.0,7898.0
toyota,std,four,wagon,4wd,front,ohc,four,2bbl,0,0,4,0,0,2,95.7,0.81547333,0.883333333,59.1,3110.0,92.0,3.05,3.03,9.0,62.0,4800.0,32.0,8778.0
toyota,std,four,sedan,fwd,front,ohc,four,2bbl,0,0,3,1,0,2,95.7,0.799135031,0.894444444,53.0,2081.0,98.0,3.19,3.03,9.0,70.0,4800.0,37.0,6938.0
toyota,std,four,hatchback,fwd,front,ohc,four,2bbl,0,0,2,1,0,2,95.7,0.799135031,0.894444444,52.8,2109.0,98.0,3.19,3.03,9.0,70.0,4800.0,37.0,7198.0
toyota,std,four,sedan,fwd,front,ohc,four,idi,0,0,3,1,0,2,95.7,0.799135031,0.894444444,53.0,2275.0,110.0,3.27,3.35,22.5,56.0,4500.0,36.0,7898.0
toyota,std,four,hatchback,fwd,front,ohc,four,idi,0,0,2,1,0,2,95.7,0.799135031,0.894444444,52.8,2275.0,110.0,3.27,3.35,22.5,56.0,4500.0,47.0,7788.0
toyota,std,four,sedan,fwd,front,ohc,four,2bbl,0,0,3,1,0,2,95.7,0.799135031,0.894444444,53.0,2094.0,98.0,3.19,3.03,9.0,70.0,4800.0,47.0,7738.0
toyota,std,four,hatchback,fwd,front,ohc,four,2bbl,0,0,2,1,0,2,95.7,0.799135031,0.894444444,52.8,2122.0,98.0,3.19,3.03,9.0,70.0,4800.0,34.0,8358.0
toyota,std,four,sedan,fwd,front,ohc,four,2bbl,0,0,3,1,0,2,95.7,0.799135031,0.894444444,52.8,2140.0,98.0,3.19,3.03,9.0,70.0,4800.0,34.0,9258.0
toyota,std,two,sedan,rwd,front,ohc,four,2bbl,0,1,3,2,0,2,94.5,0.810667948,0.888888889,52.6,2169.0,98.0,3.19,3.03,9.0,70.0,4800.0,34.0,8058.0
toyota,std,two,hatchback,rwd,front,ohc,four,2bbl,0,1,2,2,0,2,94.5,0.810667948,0.888888889,52.6,2204.0,98.0,3.19,3.03,9.0,70.0,4800.0,34.0,8238.0
toyota,std,two,sedan,rwd,front,dohc,four,mpfi,0,1,3,2,0,2,94.5,0.810667948,0.888888889,52.6,2265.0,98.0,3.24,3.08,9.4,112.0,6600.0,29.0,9298.0
toyota,std,two,hatchback,rwd,front,dohc,four,mpfi,0,1,2,2,0,2,94.5,0.810667948,0.888888889,52.6,2300.0,98.0,3.24,3.08,9.4,112.0,6600.0,29.0,9538.0
toyota,std,two,hardtop,rwd,front,ohc,four,mpfi,0,1,1,2,0,2,98.4,0.846708313,0.911111111,52.0,2540.0,146.0,3.62,3.5,9.3,116.0,4800.0,30.0,8449.0
toyota,std,two,hardtop,rwd,front,ohc,four,mpfi,0,1,1,2,0,2,98.4,0.846708313,0.911111111,52.0,2536.0,146.0,3.62,3.5,9.3,116.0,4800.0,30.0,9639.0
toyota,std,two,hatchback,rwd,front,ohc,four,mpfi,0,1,2,2,0,2,98.4,0.846708313,0.911111111,52.0,2551.0,146.0,3.62,3.5,9.3,116.0,4800.0,30.0,9989.0
toyota,std,two,hardtop,rwd,front,ohc,four,mpfi,0,1,1,2,0,2,98.4,0.846708313,0.911111111,52.0,2679.0,146.0,3.62,3.5,9.3,116.0,4800.0,30.0,11199.0
toyota,std,two,hatchback,rwd,front,ohc,four,mpfi,0,1,2,2,0,2,98.4,0.846708313,0.911111111,52.0,2714.0,146.0,3.62,3.5,9.3,116.0,4800.0,30.0,11549.0
toyota,std,two,convertible,rwd,front,ohc,four,mpfi,0,1,0,2,0,2,98.4,0.846708313,0.911111111,53.0,2975.0,146.0,3.62,3.5,9.3,116.0,4800.0,30.0,17669.0
toyota,std,four,sedan,fwd,front,ohc,four,mpfi,0,0,3,1,0,2,102.4,0.843825084,0.923611111,54.9,2326.0,122.0,3.31,3.54,8.7,92.0,4200.0,34.0,8948.0
toyota,turbo,four,sedan,fwd,front,ohc,four,idi,1,0,3,1,0,2,102.4,0.843825084,0.923611111,54.9,2480.0,110.0,3.27,3.35,22.5,73.0,4500.0,33.0,10698.0
toyota,std,four,hatchback,fwd,front,ohc,four,mpfi,0,0,2,1,0,2,102.4,0.843825084,0.923611111,53.9,2414.0,122.0,3.31,3.54,8.7,92.0,4200.0,32.0,9988.0
toyota,std,four,sedan,fwd,front,ohc,four,mpfi,0,0,3,1,0,2,102.4,0.843825084,0.923611111,54.9,2414.0,122.0,3.31,3.54,8.7,92.0,4200.0,32.0,10898.0
toyota,std,four,hatchback,fwd,front,ohc,four,mpfi,0,0,2,1,0,2,102.4,0.843825084,0.923611111,53.9,2458.0,122.0,3.31,3.54,8.7,92.0,4200.0,32.0,11248.0
toyota,std,two,hatchback,rwd,front,dohc,six,mpfi,0,1,2,2,0,3,102.9,0.881787602,0.940277778,52.0,2976.0,171.0,3.27,3.35,9.3,161.0,5200.0,24.0,16558.0
toyota,std,two,hatchback,rwd,front,dohc,six,mpfi,0,1,2,2,0,3,102.9,0.881787602,0.940277778,52.0,3016.0,171.0,3.27,3.35,9.3,161.0,5200.0,24.0,15998.0
toyota,std,four,sedan,rwd,front,dohc,six,mpfi,0,0,3,2,0,3,104.5,0.902450745,0.923611111,54.1,3131.0,171.0,3.27,3.35,9.2,156.0,5200.0,24.0,15690.0
toyota,std,four,wagon,rwd,front,dohc,six,mpfi,0,0,4,2,0,3,104.5,0.902450745,0.923611111,54.1,3151.0,161.0,3.27,3.35,9.2,156.0,5200.0,24.0,15750.0
volkswagen,std,two,sedan,fwd,front,ohc,four,idi,0,1,3,1,0,2,97.3,0.825084094,0.909722222,55.7,2261.0,97.0,3.01,3.4,23.0,52.0,4800.0,46.0,7775.0
volkswagen,std,two,sedan,fwd,front,ohc,four,mpfi,0,1,3,1,0,2,97.3,0.825084094,0.909722222,55.7,2209.0,109.0,3.19,3.4,9.0,85.0,5250.0,34.0,7975.0
volkswagen,std,four,sedan,fwd,front,ohc,four,idi,0,0,3,1,0,2,97.3,0.825084094,0.909722222,55.7,2264.0,97.0,3.01,3.4,23.0,52.0,4800.0,46.0,7995.0
volkswagen,std,four,sedan,fwd,front,ohc,four,mpfi,0,0,3,1,0,2,97.3,0.825084094,0.909722222,55.7,2212.0,109.0,3.19,3.4,9.0,85.0,5250.0,34.0,8195.0
volkswagen,std,four,sedan,fwd,front,ohc,four,mpfi,0,0,3,1,0,2,97.3,0.825084094,0.909722222,55.7,2275.0,109.0,3.19,3.4,9.0,85.0,5250.0,34.0,8495.0
volkswagen,turbo,four,sedan,fwd,front,ohc,four,idi,1,0,3,1,0,2,97.3,0.825084094,0.909722222,55.7,2319.0,97.0,3.01,3.4,23.0,68.0,4500.0,42.0,9495.0
volkswagen,std,four,sedan,fwd,front,ohc,four,mpfi,0,0,3,1,0,2,97.3,0.825084094,0.909722222,55.7,2300.0,109.0,3.19,3.4,10.0,100.0,5500.0,32.0,9995.0
volkswagen,std,two,convertible,fwd,front,ohc,four,mpfi,0,1,0,1,0,2,94.5,0.765497357,0.891666667,55.6,2254.0,109.0,3.19,3.4,8.5,90.0,5500.0,29.0,11595.0
volkswagen,std,two,hatchback,fwd,front,ohc,four,mpfi,0,1,2,1,0,2,94.5,0.796251802,0.888888889,51.4,2221.0,109.0,3.19,3.4,8.5,90.0,5500.0,29.0,9980.0
volkswagen,std,four,sedan,fwd,front,ohc,five,mpfi,0,0,3,1,0,1,100.4,0.865929841,0.929166667,55.1,2661.0,136.0,3.19,3.4,8.5,110.0,5500.0,24.0,13295.0
volkswagen,turbo,four,sedan,fwd,front,ohc,four,idi,1,0,3,1,0,2,100.4,0.865929841,0.929166667,55.1,2579.0,97.0,3.01,3.4,23.0,68.0,4500.0,38.0,13845.0
volkswagen,std,four,wagon,fwd,front,ohc,four,mpfi,0,0,4,1,0,2,100.4,0.879865449,0.929166667,55.1,2563.0,109.0,3.19,3.4,9.0,88.0,5500.0,31.0,12290.0
volvo,std,four,sedan,rwd,front,ohc,four,mpfi,0,0,3,2,0,2,104.3,0.907256127,0.933333333,56.2,2912.0,141.0,3.78,3.15,9.5,114.0,5400.0,28.0,12940.0
volvo,std,four,wagon,rwd,front,ohc,four,mpfi,0,0,4,2,0,2,104.3,0.907256127,0.933333333,57.5,3034.0,141.0,3.78,3.15,9.5,114.0,5400.0,28.0,13415.0
volvo,std,four,sedan,rwd,front,ohc,four,mpfi,0,0,3,2,0,2,104.3,0.907256127,0.933333333,56.2,2935.0,141.0,3.78,3.15,9.5,114.0,5400.0,28.0,15985.0
volvo,std,four,wagon,rwd,front,ohc,four,mpfi,0,0,4,2,0,2,104.3,0.907256127,0.933333333,57.5,3042.0,141.0,3.78,3.15,9.5,114.0,5400.0,28.0,16515.0
volvo,turbo,four,sedan,rwd,front,ohc,four,mpfi,1,0,3,2,0,2,104.3,0.907256127,0.933333333,56.2,3045.0,130.0,3.62,3.15,7.5,162.0,5100.0,22.0,18420.0
volvo,turbo,four,wagon,rwd,front,ohc,four,mpfi,1,0,4,2,0,2,104.3,0.907256127,0.933333333,57.5,3157.0,130.0,3.62,3.15,7.5,162.0,5100.0,22.0,18950.0
volvo,std,four,sedan,rwd,front,ohc,four,mpfi,0,0,3,2,0,2,109.1,0.907256127,0.956944444,55.5,2952.0,141.0,3.78,3.15,9.5,114.0,5400.0,28.0,16845.0
volvo,turbo,four,sedan,rwd,front,ohc,four,mpfi,1,0,3,2,0,2,109.1,0.907256127,0.955555556,55.5,3049.0,141.0,3.78,3.15,8.7,160.0,5300.0,25.0,19045.0
volvo,std,four,sedan,rwd,front,ohcv,six,mpfi,0,0,3,2,0,3,109.1,0.907256127,0.956944444,55.5,3012.0,173.0,3.58,2.87,8.8,134.0,5500.0,23.0,21485.0
volvo,turbo,four,sedan,rwd,front,ohc,six,idi,1,0,3,2,0,3,109.1,0.907256127,0.956944444,55.5,3217.0,145.0,3.01,3.4,23.0,106.0,4800.0,27.0,22470.0
volvo,turbo,four,sedan,rwd,front,ohc,four,mpfi,1,0,3,2,0,2,109.1,0.907256127,0.956944444,55.5,3062.0,141.0,3.78,3.15,9.5,114.0,5400.0,25.0,22625.0
